country_name,indicator_name,indicatorvalue,yearindicator
Sudan,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),2.1026,2019.0
Sudan,Mobile cellular subscriptions (per 100 people),77.112,2019.0
Sudan,"Personal remittances, paid (current US$)",138816458.1938,2019.0
Sudan,GNI (current LCU),1835269293800.0,2019.0
Sudan,Military expenditure (% of general government expenditure),8.7343,2019.0
Sudan,Population in largest city,5677921.0,2019.0
Sudan,"Population, male",21387956.0,2019.0
Sudan,Adjusted savings: natural resources depletion (% of GNI),0.921,2019.0
Sudan,CPIA equity of public resource use rating (1=low to 6=high),2.5,2019.0
Sudan,Employment in services (% of total employment) (modeled ILO estimate),44.81,2019.0
Sudan,GNI (constant LCU),19472922759.5994,2019.0
Sudan,"Grants, excluding technical cooperation (BoP, current US$)",1257720000.0,2019.0
Sudan,Net official development assistance received (current US$),1624670043.9453,2019.0
Sudan,Number of deaths ages 5-9 years,6607.0,2019.0
Sudan,"Population ages 30-34, male (% of male population)",6.3034,2019.0
Sudan,Business extent of disclosure index (0=less disclosure to 10=more disclosure),3.0,2019.0
Sudan,CPIA social protection rating (1=low to 6=high),2.5,2019.0
Sudan,Gross value added at basic prices (GVA) (current US$),20803262032.0856,2019.0
Sudan,Households and NPISHs final consumption expenditure: linked series (current LCU),760641940600.0,2019.0
Sudan,"Industry (including construction), value added (constant 2015 US$)",8284582130.9673,2019.0
Sudan,"Population ages 0-14, female",8476450.0,2019.0
Sudan,"Cause of death, by injury (% of total)",10.5091,2019.0
Sudan,Final consumption expenditure (% of GDP),64.1534,2019.0
Sudan,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",66381617473.879,2019.0
Sudan,IDA resource allocation index (1=low to 6=high),2.2333,2019.0
Sudan,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",84000.0,2019.0
Sudan,Monetary Sector credit to private sector (% GDP),9.1736,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Hungary (current US$)",330000.0131,2019.0
Sudan,"Primary income payments (BoP, current US$)",1722041119.1748,2019.0
Sudan,"Cost of business start-up procedures, female (% of GNI per capita)",17.8,2019.0
Sudan,Discrepancy in expenditure estimate of GDP (current LCU),221200.0,2019.0
Sudan,Gross capital formation (constant 2015 US$),9171749238.8652,2019.0
Sudan,Merchandise imports by the reporting economy (current US$),10344628998.0,2019.0
Sudan,"Net official flows from UN agencies, UNDP (current US$)",2520070.076,2019.0
Sudan,"Unemployment, female (% of female labor force) (modeled ILO estimate)",28.513,2019.0
Sudan,"Adjusted net savings, excluding particulate emission damage (% of GNI)",39.4279,2019.0
Sudan,"Claims on central government, etc. (% GDP)",11.4907,2019.0
Sudan,"Compulsory education, duration (years)",8.0,2019.0
Sudan,Households and NPISHs Final consumption expenditure (current LCU),760641940600.0,2019.0
Sudan,"IMF repurchases and charges (TDS, current US$)",13065197.2,2019.0
Sudan,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),42.8296,2019.0
Sudan,Women's share of population ages 15+ living with HIV (%),48.2,2019.0
Sudan,"Air transport, registered carrier departures worldwide",3116.0,2019.0
Sudan,"Computer, communications and other services (% of commercial service imports)",19.4847,2019.0
Sudan,"Foreign direct investment, net inflows (% of GDP)",3.1555,2019.0
Sudan,Merchandise exports (current US$),3735000000.0,2019.0
Sudan,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",34.1,2019.0
Sudan,"Self-employed, female (% of female employment) (modeled ILO estimate)",63.49,2019.0
Sudan,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",41.832,2019.0
Sudan,"Imports of goods and services (BoP, current US$)",9786877799.7061,2019.0
Sudan,"Labor force, female (% of total labor force)",30.4413,2019.0
Sudan,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),12.2321,2019.0
Sudan,GDP (constant 2015 US$),51312429477.3951,2019.0
Sudan,Imports of goods and services (current US$),153867024.0642,2019.0
Sudan,"Inflation, GDP deflator: linked series (annual %)",51.9789,2019.0
Sudan,"Short-term debt (% of exports of goods, services and primary income)",104.2957,2019.0
Sudan,"Cost to import, documentary compliance (US$)",420.0,2019.0
Sudan,"Foreign direct investment, net outflows (BoP, current US$)",0.0,2019.0
Sudan,GDP (current US$),26155799324.8663,2019.0
Sudan,"GDP per capita, PPP (constant 2017 international $)",4173.5662,2019.0
Sudan,"Net financial flows, multilateral (NFL, current US$)",268493000.0,2019.0
Sudan,"People practicing open defecation, rural (% of rural population)",36.1752,2019.0
Sudan,"Population ages 05-09, male (% of male population)",13.5372,2019.0
Sudan,CPIA property rights and rule-based governance rating (1=low to 6=high),2.0,2019.0
Sudan,Number of neonatal deaths,37269.0,2019.0
Sudan,"Population ages 65 and above, female (% of female population)",3.8795,2019.0
Sudan,"Population ages 65 and above, male",721764.0,2019.0
Sudan,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",28.159,2019.0
Sudan,Age dependency ratio (% of working-age population),77.8822,2019.0
Sudan,Households and NPISHs Final consumption expenditure (current US$),10169009901.0695,2019.0
Sudan,"Population ages 15-64, female (% of female population)",56.5576,2019.0
Sudan,"Population ages 35-39, male (% of male population)",5.3328,2019.0
Sudan,"Population ages 45-49, male (% of male population)",3.7732,2019.0
Sudan,"Population ages 65 and above, male (% of male population)",3.3746,2019.0
Sudan,Statistical performance indicators (SPI): Overall score (scale 0-100),39.1613,2019.0
Sudan,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),53.4,2019.0
Sudan,"Suicide mortality rate, female (per 100,000 female population)",2.8,2019.0
Sudan,"GNI, Atlas method (current US$)",29534214202.3377,2019.0
Sudan,Gross capital formation (current US$),9364884783.4225,2019.0
Sudan,"Labor force, total",12569287.0,2019.0
Sudan,"Population ages 65-69, female (% of female population)",1.5604,2019.0
Sudan,Risk of catastrophic expenditure for surgical care (% of people at risk),70.8,2019.0
Sudan,"Services, value added (% of GDP)",37.6356,2019.0
Sudan,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",18.02,2019.0
Sudan,"External health expenditure per capita, PPP (current international $)",13.4125,2019.0
Sudan,Gross fixed capital formation (current LCU),700493381800.0,2019.0
Sudan,Methodology assessment of statistical capacity (scale 0 - 100),50.0,2019.0
Sudan,"Net financial flows, IMF nonconcessional (NFL, current US$)",-10622381.1,2019.0
Sudan,Population in urban agglomerations of more than 1 million (% of total population),13.2621,2019.0
Sudan,Time required to enforce a contract (days),810.0,2019.0
Sudan,Urban population (% of total population),34.936,2019.0
Sudan,Broad money (current LCU),689597585546.461,2019.0
Sudan,"Domestic private health expenditure per capita, PPP (current international $)",144.7189,2019.0
Sudan,External debt stocks (% of GNI),90.7425,2019.0
Sudan,GDP per capita (current LCU),45697.404,2019.0
Sudan,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",18.33,2019.0
Sudan,"Population ages 60-64, male (% of male population)",1.8923,2019.0
Sudan,"Population, total",42813237.0,2019.0
Sudan,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),10.0,2019.0
Sudan,"Population ages 25-29, male (% of male population)",7.8714,2019.0
Sudan,"PPG, commercial banks (NFL, current US$)",0.0,2019.0
Sudan,Adjusted savings: net forest depletion (current US$),119955665.1835,2019.0
Sudan,Exports of goods and services (current US$),164931708.5562,2019.0
Sudan,"External debt stocks, total (DOD, current US$)",22264288832.6,2019.0
Sudan,"GDP, PPP (constant 2017 international $)",178683879115.436,2019.0
Sudan,Households and NPISHs Final consumption expenditure per capita growth (annual %),-3.2418,2019.0
Sudan,Terms of trade adjustment (constant LCU),1069590481.8903,2019.0
Sudan,Forest rents (% of GDP),2.2407,2019.0
Sudan,"GDP, PPP (current international $)",186240409289.874,2019.0
Sudan,Gross capital formation (constant LCU),137198200.0,2019.0
Sudan,"ICT service exports (BoP, current US$)",121054.9061,2019.0
Sudan,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",1.4,2019.0
Sudan,"Population ages 30-34, female (% of female population)",6.3851,2019.0
Sudan,CPIA gender equality rating (1=low to 6=high),2.5,2019.0
Sudan,Domestic credit to private sector by banks (% of GDP),9.1736,2019.0
Sudan,"Inflation, consumer prices (annual %)",50.9941,2019.0
Sudan,Military expenditure (% of GDP),1.6446,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Belgium (current US$)",9999.9998,2019.0
Sudan,"Net trade in goods and services (BoP, current US$)",-4685625502.3079,2019.0
Sudan,"Population ages 25-29, female (% of female population)",7.7471,2019.0
Sudan,"Population ages 45-49, female (% of female population)",3.9574,2019.0
Sudan,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),57.9333,2019.0
Sudan,"Communications, computer, etc. (% of service imports, BoP)",26.5344,2019.0
Sudan,Depth of credit information index (0=low to 8=high),0.0,2019.0
Sudan,Final consumption expenditure (current US$),16779846899.7326,2019.0
Sudan,Forest area (sq. km),185317.1,2019.0
Sudan,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",3.4706,2019.0
Sudan,Merchandise trade (% of GDP),49.8016,2019.0
Sudan,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",55900001.5259,2019.0
Sudan,Time required to start a business (days),34.5,2019.0
Sudan,"Time to export, documentary compliance (hours)",190.0,2019.0
Sudan,Total tax and contribution rate (% of profit),45.4,2019.0
Sudan,Households and NPISHs Final consumption expenditure (annual % growth),-0.9,2019.0
Sudan,"Net financial flows, others (NFL, current US$)",268492832.9,2019.0
Sudan,"Population ages 15-64, male",11950681.0,2019.0
Sudan,Population density (people per sq. km of land area),23.1519,2019.0
Sudan,Access to electricity (% of population),53.8271,2019.0
Sudan,Adjusted savings: energy depletion (current US$),145441444.8846,2019.0
Sudan,"Debt service on external debt, total (TDS, current US$)",195573725.0,2019.0
Sudan,Newborns protected against tetanus (%),80.0,2019.0
Sudan,"Agriculture, forestry, and fishing, value added (constant LCU)",6751026600.0,2019.0
Sudan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2.0,2019.0
Sudan,Import value index (2000 = 100),598.3466,2019.0
Sudan,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),8.76,2019.0
Sudan,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),35.8035,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",9369999.8856,2019.0
Sudan,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",36.52,2019.0
Sudan,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",45.66,2019.0
Sudan,"Age dependency ratio, young (% of working-age population)",71.4299,2019.0
Sudan,DEC alternative conversion factor (LCU per US$),74.8,2019.0
Sudan,"GNI, PPP (constant 2017 international $)",167393777188.922,2019.0
Sudan,Imports of goods and services (annual % growth),-0.9,2019.0
Sudan,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",21.4,2019.0
Sudan,"Mortality rate, under-5, female (per 1,000 live births)",53.1,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",12420000.0763,2019.0
Sudan,"Self-employed, total (% of total employment) (modeled ILO estimate)",54.35,2019.0
Sudan,Tax payments (number),42.0,2019.0
Sudan,Time required to build a warehouse (days),255.0,2019.0
Sudan,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",48.88,2019.0
Sudan,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",0.0,2019.0
Sudan,"Net trade in goods (BoP, current US$)",-4626818440.46,2019.0
Sudan,Travel services (% of commercial service exports),60.7597,2019.0
Sudan,"Travel services (% of service exports, BoP)",60.1014,2019.0
Sudan,Adjusted net national income per capita (annual % growth),1.0009,2019.0
Sudan,"Employers, male (% of male employment) (modeled ILO estimate)",3.59,2019.0
Sudan,Gross capital formation (current LCU),700493381800.0,2019.0
Sudan,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",68.992,2019.0
Sudan,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",69.15,2019.0
Sudan,Merchandise exports to high-income economies (% of total merchandise exports),76.0099,2019.0
Sudan,Risk of impoverishing expenditure for surgical care (% of people at risk),46.1,2019.0
Sudan,Short-term debt (% of total external debt),24.3739,2019.0
Sudan,Transport services (% of commercial service exports),28.489,2019.0
Sudan,Urban population growth (annual %),3.2365,2019.0
Sudan,"Death rate, crude (per 1,000 people)",7.117,2019.0
Sudan,Individuals using the Internet (% of population),25.4,2019.0
Sudan,Population ages 0-14 (% of total population),40.1557,2019.0
Sudan,Rural population growth (annual %),1.9406,2019.0
Sudan,"Start-up procedures to register a business, female (number)",10.0,2019.0
Sudan,"Birth rate, crude (per 1,000 people)",31.826,2019.0
Sudan,Export value index (2000 = 100),206.7115,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",170000.0018,2019.0
Sudan,"Population ages 10-14, female (% of female population)",12.0555,2019.0
Sudan,"Access to electricity, urban (% of urban population)",81.3864,2019.0
Sudan,"Cost to import, border compliance (US$)",1092.5,2019.0
Sudan,CPIA building human resources rating (1=low to 6=high),3.0,2019.0
Sudan,GDP deflator (base year varies by country),9394.9874,2019.0
Sudan,Number of infant deaths,55181.0,2019.0
Sudan,"Probability of dying among youth ages 20-24 years (per 1,000)",16.0,2019.0
Sudan,"Time required to start a business, male (days)",34.0,2019.0
Sudan,"Total debt service (% of exports of goods, services and primary income)",3.7587,2019.0
Sudan,Broad money (% of GDP),35.2473,2019.0
Sudan,CPIA financial sector rating (1=low to 6=high),2.5,2019.0
Sudan,GDP per capita (constant LCU),486.402,2019.0
Sudan,"Net ODA received (% of imports of goods, services and primary income)",14.1166,2019.0
Sudan,"Net official flows from UN agencies, ILO (current US$)",325100.0047,2019.0
Sudan,Oil rents (% of GDP),3.5981,2019.0
Sudan,Refugee population by country or territory of asylum,1055489.0,2019.0
Sudan,Adjusted savings: education expenditure (% of GNI),2.18,2019.0
Sudan,Adjusted savings: mineral depletion (% of GNI),0.0024,2019.0
Sudan,Exports of goods and services (constant 2015 US$),459266929.8657,2019.0
Sudan,"GDP per capita, PPP (current international $)",4350.0661,2019.0
Sudan,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),551.1273,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",8210000.0381,2019.0
Sudan,"Net financial flows, RDB nonconcessional (NFL, current US$)",0.0,2019.0
Sudan,"Population, male (% of total population)",49.9564,2019.0
Sudan,Refugee population by country or territory of origin,734780.0,2019.0
Sudan,Transport services (% of commercial service imports),71.4381,2019.0
Sudan,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",61.86,2019.0
Sudan,"Fertility rate, total (births per woman)",4.347,2019.0
Sudan,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",0.1,2019.0
Sudan,"Mortality rate, neonatal (per 1,000 live births)",27.3,2019.0
Sudan,People practicing open defecation (% of population),24.1173,2019.0
Sudan,"PPG, IDA (DOD, current US$)",1201291000.0,2019.0
Sudan,Adjusted savings: carbon dioxide damage (% of GNI),2.7507,2019.0
Sudan,Adjusted savings: gross savings (% of GNI),58.1272,2019.0
Sudan,"GNI, PPP (current international $)",174704511943.419,2019.0
Sudan,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),6.8774,2019.0
Sudan,Tuberculosis treatment success rate (% of new cases),83.0,2019.0
Sudan,Claims on other sectors of the domestic economy (annual growth as % of broad money),12.8263,2019.0
Sudan,CPIA debt policy rating (1=low to 6=high),1.5,2019.0
Sudan,Domestic general government health expenditure (% of current health expenditure),22.6875,2019.0
Sudan,GNI per capita (current LCU),42866.866,2019.0
Sudan,"Incidence of tuberculosis (per 100,000 people)",67.0,2019.0
Sudan,"Industry (including construction), value added (% of GDP)",21.7363,2019.0
Sudan,"Industry (including construction), value added per worker (constant 2015 US$)",8879.3359,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",9999.9998,2019.0
Sudan,Net ODA received (% of gross capital formation),17.3485,2019.0
Sudan,"Net official flows from UN agencies, WHO (current US$)",2995280.2658,2019.0
Sudan,Out-of-pocket expenditure per capita (current US$),31.6223,2019.0
Sudan,"Population, female",21425281.0,2019.0
Sudan,Prevalence of undernourishment (% of population),12.3,2019.0
Sudan,Total debt service (% of GNI),0.7971,2019.0
Sudan,"Agriculture, forestry, and fishing, value added (current US$)",5274059390.3743,2019.0
Sudan,Commercial service exports (current US$),1351788909.3019,2019.0
Sudan,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",16309393169.8,2019.0
Sudan,Imports of goods and services (constant LCU),1159892600.0,2019.0
Sudan,Net barter terms of trade index (2000 = 100),200.9568,2019.0
Sudan,"Population ages 00-04, male (% of male population)",14.8169,2019.0
Sudan,"Population ages 15-64, male (% of male population)",55.8758,2019.0
Sudan,"Population ages 65 and above, female",831202.0,2019.0
Sudan,Prevalence of anemia among non-pregnant women (% of women ages 15-49),36.5,2019.0
Sudan,Gross savings (current LCU),694274043015.047,2019.0
Sudan,"Insurance and financial services (% of service imports, BoP)",7.4835,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Sweden (current US$)",42459999.0845,2019.0
Sudan,Net domestic credit (current LCU),454123960646.166,2019.0
Sudan,Net primary income (Net income from abroad) (current US$),-1620113578.877,2019.0
Sudan,"Population ages 50-54, male (% of male population)",3.156,2019.0
Sudan,"Service exports (BoP, current US$)",1366595698.9768,2019.0
Sudan,Adjusted net national income (annual % growth),3.4454,2019.0
Sudan,Discrepancy in expenditure estimate of GDP (constant LCU),344300.0,2019.0
Sudan,Gross fixed capital formation (current US$),9364884783.4225,2019.0
Sudan,Gross national expenditure (constant LCU),21810280400.0,2019.0
Sudan,"Domestic general government health expenditure per capita, PPP (current international $)",46.4039,2019.0
Sudan,External health expenditure (% of current health expenditure),6.5576,2019.0
Sudan,"Insurance and financial services (% of service exports, BoP)",0.249,2019.0
Sudan,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),0.0083,2019.0
Sudan,"Time required to start a business, female (days)",35.0,2019.0
Sudan,CPIA fiscal policy rating (1=low to 6=high),2.5,2019.0
Sudan,"Employers, female (% of female employment) (modeled ILO estimate)",1.63,2019.0
Sudan,Final consumption expenditure (constant LCU),21673082200.0,2019.0
Sudan,"Net financial flows, bilateral (NFL, current US$)",445131724.5,2019.0
Sudan,"Population ages 10-14, male (% of male population)",12.3955,2019.0
Sudan,Rural population,27856005.0,2019.0
Sudan,Adjusted savings: net national savings (% of GNI),40.9196,2019.0
Sudan,Lower secondary school starting age (years),12.0,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",29999.9993,2019.0
Sudan,"PPP conversion factor, GDP (LCU per international $)",10.505,2019.0
Sudan,Private credit bureau coverage (% of adults),2.3,2019.0
Sudan,Sex ratio at birth (male births per female births),1.04,2019.0
Sudan,Coal rents (% of GDP),0.0,2019.0
Sudan,Exports of goods and services (% of GDP),0.6306,2019.0
Sudan,Gross domestic savings (% of GDP),35.8466,2019.0
Sudan,Gross national expenditure (% of GDP),99.9577,2019.0
Sudan,Households and NPISHs final consumption expenditure (% of GDP),38.8786,2019.0
Sudan,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",1.7,2019.0
Sudan,"Net financial flows, RDB concessional (NFL, current US$)",0.0,2019.0
Sudan,"Cost to export, border compliance (US$)",966.5,2019.0
Sudan,Domestic general government health expenditure per capita (current US$),10.647,2019.0
Sudan,Domestic private health expenditure per capita (current US$),33.2045,2019.0
Sudan,"GNI per capita, PPP (current international $)",4080.0,2019.0
Sudan,Number of deaths ages 20-24 years,13039.0,2019.0
Sudan,"Prevalence of HIV, male (% ages 15-24)",0.1,2019.0
Sudan,"Primary education, duration (years)",6.0,2019.0
Sudan,Arms imports (SIPRI trend indicator values),18000000.0,2019.0
Sudan,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",8.01,2019.0
Sudan,"Exports of goods, services and primary income (BoP, current US$)",5203179837.8268,2019.0
Sudan,GNI: linked series (current LCU),1835269293800.0,2019.0
Sudan,"IBRD loans and IDA credits (DOD, current US$)",1201291000.0,2019.0
Sudan,Merchandise imports from economies in the Arab World (% of total merchandise imports),26.2065,2019.0
Sudan,"Mortality rate, infant, female (per 1,000 live births)",36.1,2019.0
Sudan,"Net bilateral aid flows from DAC donors, United States (current US$)",275799987.793,2019.0
Sudan,"Trademark applications, total",3425.0,2019.0
Sudan,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",51.27,2019.0
Sudan,"Agriculture, forestry, and fishing, value added (% of GDP)",20.164,2019.0
Sudan,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),4.0,2019.0
Sudan,CPIA trade rating (1=low to 6=high),2.5,2019.0
Sudan,Gross fixed capital formation (% of GDP),35.8042,2019.0
Sudan,Merchandise exports by the reporting economy (current US$),6383662205.0,2019.0
Sudan,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),22.5859,2019.0
Sudan,Net official development assistance received (constant 2018 US$),1651199951.1719,2019.0
Sudan,Secure Internet servers (per 1 million people),4.2977,2019.0
Sudan,"Trademark applications, direct resident",1647.0,2019.0
Sudan,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",10.662,2019.0
Sudan,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",25.216,2019.0
Sudan,"Immunization, DPT (% of children ages 12-23 months)",93.0,2019.0
Sudan,"Survival to age 65, female (% of cohort)",69.9544,2019.0
Sudan,Time required to get electricity (days),70.0,2019.0
Sudan,GNI (constant 2015 US$),48011633457.7761,2019.0
Sudan,GNI (current US$),24535685745.9893,2019.0
Sudan,Gross value added at basic prices (GVA) (current LCU),1556084000000.0,2019.0
Sudan,"Net official flows from UN agencies, WFP (current US$)",251309.9909,2019.0
Sudan,Net secondary income (Net current transfers from abroad) (current US$),1222635385.0267,2019.0
Sudan,"Population ages 15-19, male (% of male population)",11.0974,2019.0
Sudan,"Adjusted net savings, excluding particulate emission damage (current US$)",11391775731.5298,2019.0
Sudan,Adjusted savings: particulate emission damage (% of GNI),2.0873,2019.0
Sudan,Broad money growth (annual %),60.0789,2019.0
Sudan,"Cost of business start-up procedures, male (% of GNI per capita)",17.8,2019.0
Sudan,Exports of goods and services (constant LCU),173710800.0,2019.0
Sudan,External health expenditure per capita (current US$),3.0774,2019.0
Sudan,"Goods exports (BoP, current US$)",3734656598.4214,2019.0
Sudan,"Immunization, HepB3 (% of one-year-old children)",93.0,2019.0
Sudan,Investment in transport with private participation (current US$),604370000.0,2019.0
Sudan,Liner shipping connectivity index (maximum value in 2004 = 100),8.9117,2019.0
Sudan,"Net primary income (BoP, current US$)",-1620113578.7462,2019.0
Sudan,"Portfolio equity, net inflows (BoP, current US$)",0.0,2019.0
Sudan,"Services, value added per worker (constant 2015 US$)",5535.7861,2019.0
Sudan,Net foreign assets (current LCU),-220616544397.929,2019.0
Sudan,"Net official flows from UN agencies, UNICEF (current US$)",100535003.6621,2019.0
Sudan,"Patent applications, residents",238.0,2019.0
Sudan,"Personal remittances, received (current US$)",522317287.7555,2019.0
Sudan,"Trademark applications, resident, by count",1647.0,2019.0
Sudan,Young people (ages 15-24) newly infected with HIV,1000.0,2019.0
Sudan,External balance on goods and services (constant LCU),-986181800.0,2019.0
Sudan,GDP (constant LCU),20824442900.0,2019.0
Sudan,GDP per capita (current US$),610.9279,2019.0
Sudan,GDP per capita growth (annual %),-4.4898,2019.0
Sudan,Gross domestic savings (current US$),9375952425.1337,2019.0
Sudan,Gross fixed capital formation (annual % growth),-0.2,2019.0
Sudan,"Immunization, measles (% of children ages 12-23 months)",90.0,2019.0
Sudan,Imports of goods and services (current LCU),11509253400.0,2019.0
Sudan,"Life expectancy at birth, male (years)",63.467,2019.0
Sudan,"Population ages 0-14, total",17191958.0,2019.0
Sudan,"Population ages 20-24, female (% of female population)",9.3282,2019.0
Sudan,"PPG, official creditors (NFL, current US$)",713624557.4,2019.0
Sudan,"PPG, other private creditors (NFL, current US$)",0.0,2019.0
Sudan,"Transport services (% of service imports, BoP)",65.1832,2019.0
Sudan,Adjusted net national income (constant 2015 US$),47361954122.0402,2019.0
Sudan,CPIA macroeconomic management rating (1=low to 6=high),1.5,2019.0
Sudan,"Imports of goods, services and primary income (BoP, current US$)",11508918918.8809,2019.0
Sudan,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),0.4395,2019.0
Sudan,"Net errors and omissions (BoP, current US$)",647619128.6064,2019.0
Sudan,GDP deflator: linked series (base year varies by country),9394.9874,2019.0
Sudan,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),6.4934,2019.0
Sudan,"Multilateral debt service (TDS, current US$)",55790178.1,2019.0
Sudan,"Official exchange rate (LCU per US$, period average)",45.767,2019.0
Sudan,Prevalence of moderate or severe food insecurity in the population (%),49.4,2019.0
Sudan,Rural population (% of total population),65.064,2019.0
Sudan,Taxes less subsidies on products (current US$),5352537292.7808,2019.0
Sudan,Time to prepare and pay taxes (hours),180.0,2019.0
Sudan,Adjusted savings: consumption of fixed capital (% of GNI),17.2076,2019.0
Sudan,Claims on private sector (annual growth as % of broad money),13.0855,2019.0
Sudan,Current account balance (% of GDP),-18.2745,2019.0
Sudan,Final consumption expenditure (constant 2015 US$),33189881392.6237,2019.0
Sudan,"Population ages 15-64, female",12117629.0,2019.0
Sudan,Taxes less subsidies on products (constant LCU),252068500.0,2019.0
Sudan,"Agriculture, forestry, and fishing, value added (current LCU)",394499642400.0,2019.0
Sudan,Final consumption expenditure (annual % growth),-2.1904,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Ireland (current US$)",5989999.7711,2019.0
Sudan,"Net official flows from UN agencies, UNHCR (current US$)",1406230.8073,2019.0
Sudan,"Trademark applications, nonresident, by count",3596.0,2019.0
Sudan,"Adjusted net savings, including particulate emission damage (current US$)",10788708555.945,2019.0
Sudan,Adjusted savings: consumption of fixed capital (current US$),4971724182.9744,2019.0
Sudan,Adjusted savings: carbon dioxide damage (current US$),794739993.7032,2019.0
Sudan,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",60.091,2019.0
Sudan,"Incidence of HIV, all (per 1,000 uninfected population)",0.09,2019.0
Sudan,"Mortality rate, adult, male (per 1,000 male adults)",242.683,2019.0
Sudan,Procedures to register property (number),6.0,2019.0
Sudan,"Suicide mortality rate (per 100,000 population)",3.8,2019.0
Sudan,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",3885.4097,2019.0
Sudan,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",35.5457,2019.0
Sudan,Container port traffic (TEU: 20 foot equivalent units),469526.0,2019.0
Sudan,Fixed broadband subscriptions (per 100 people),0.0765,2019.0
Sudan,GDP: linked series (current LCU),1956453789500.0,2019.0
Sudan,Gross domestic income (constant LCU),21894033381.8903,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Australia (current US$)",3170000.0763,2019.0
Sudan,"Portfolio investment, net (BoP, current US$)",36367118.0477,2019.0
Sudan,"Prevalence of overweight (modeled estimate, % of children under 5)",2.6,2019.0
Sudan,Adjusted savings: net forest depletion (% of GNI),0.4152,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Spain (current US$)",1000000.0,2019.0
Sudan,"Net official flows from UN agencies, FAO (current US$)",610756.1588,2019.0
Sudan,People using at least basic drinking water services (% of population),60.3835,2019.0
Sudan,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",32.782,2019.0
Sudan,Aquaculture production (metric tons),10000.0,2018.0
Sudan,"Multilateral debt service (TDS, current US$)",25500782.0,2018.0
Sudan,Short-term debt (% of total external debt),25.121,2018.0
